Gene_ID	DE_in_Method	DESeq2_log2FC	EdgeR_log2FC	Average_log2FC	Gene description	Gene name	Gene type
ENSCAFG00000006240	DESeq2 EdgeR	3.35285497133975	3.42668963569017	3.38977230351496	MCF.2 cell line derived transforming sequence like [Source:VGNC Symbol;Acc:VGNC:43074]	MCF2L	protein_coding
ENSCAFG00000006605	EdgeR	NA	1.80858795289036	1.80858795289036	ovo like zinc finger 3 [Source:VGNC Symbol;Acc:VGNC:44198]	OVOL3	protein_coding
ENSCAFG00000006735	DESeq2 EdgeR	2.37944864596219	2.31881720386194	2.34913292491207	granzyme A [Source:VGNC Symbol;Acc:VGNC:41577]	GZMA	protein_coding
ENSCAFG00000006888	EdgeR	NA	1.93275718057061	1.93275718057061	interleukin 31 receptor A [Source:VGNC Symbol;Acc:VGNC:41981]	IL31RA	protein_coding
ENSCAFG00000006903	DESeq2	-2.3793802293191	NA	-2.3793802293191	RIC3 acetylcholine receptor chaperone [Source:VGNC Symbol;Acc:VGNC:45571]	RIC3	protein_coding
ENSCAFG00000006948	EdgeR	NA	2.94563126318733	2.94563126318733	arachidonate 5-lipoxygenase [Source:VGNC Symbol;Acc:VGNC:37813]	ALOX5	protein_coding
ENSCAFG00000007091	EdgeR	NA	3.71416958294719	3.71416958294719	NA	NA	pseudogene
ENSCAFG00000007137	EdgeR	NA	2.76338278027034	2.76338278027034	thymocyte selection associated high mobility group box [Source:VGNC Symbol;Acc:VGNC:47717]	TOX	protein_coding
ENSCAFG00000007224	EdgeR	NA	1.44038499191795	1.44038499191795	5-hydroxytryptamine receptor 7 [Source:VGNC Symbol;Acc:VGNC:41834]	HTR7	protein_coding
ENSCAFG00000007433	EdgeR	NA	3.12201734156733	3.12201734156733	LDL receptor related protein 3 [Source:VGNC Symbol;Acc:VGNC:42776]	LRP3	protein_coding
ENSCAFG00000007540	EdgeR	NA	2.21393495350842	2.21393495350842	metallophosphoesterase domain containing 2 [Source:VGNC Symbol;Acc:VGNC:43350]	MPPED2	protein_coding
ENSCAFG00000007621	DESeq2 EdgeR	1.27048874113602	1.25998205365066	1.26523539739334	chromosome 1 C19orf12 homolog [Source:VGNC Symbol;Acc:VGNC:54839]	C1H19orf12	protein_coding
ENSCAFG00000008523	DESeq2 EdgeR	2.17075755756228	2.19592963035814	2.18334359396021	purinergic receptor P2Y14 [Source:VGNC Symbol;Acc:VGNC:44216]	P2RY14	protein_coding
ENSCAFG00000008567	EdgeR	NA	2.44386398278281	2.44386398278281	succinate receptor 1 [Source:VGNC Symbol;Acc:VGNC:46968]	SUCNR1	protein_coding
ENSCAFG00000008702	EdgeR	NA	1.94374207481596	1.94374207481596	carbonic anhydrase 1 [Source:VGNC Symbol;Acc:VGNC:38604]	CA1	protein_coding
ENSCAFG00000008862	EdgeR	NA	-4.2505593942949	-4.2505593942949	N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:NCBI gene;Acc:608326]	NA	protein_coding
ENSCAFG00000008901	EdgeR	NA	2.89055749048867	2.89055749048867	bactericidal permeability increasing protein [Source:VGNC Symbol;Acc:VGNC:49649]	BPI	protein_coding
ENSCAFG00000009179	DESeq2	0.717635100007121	NA	0.717635100007121	RAD54 homolog B [Source:VGNC Symbol;Acc:VGNC:54119]	RAD54B	protein_coding
ENSCAFG00000009195	EdgeR	NA	3.75325567095425	3.75325567095425	forkhead box F2 [Source:VGNC Symbol;Acc:VGNC:40950]	FOXF2	protein_coding
ENSCAFG00000009404	DESeq2	-1.10239900956156	NA	-1.10239900956156	troponin C1, slow skeletal and cardiac type [Source:VGNC Symbol;Acc:VGNC:47686]	TNNC1	protein_coding
ENSCAFG00000009569	DESeq2 EdgeR	3.92579916373693	3.87554309049276	3.90067112711484	secreted phosphoprotein 1 [Source:VGNC Symbol;Acc:VGNC:46756]	SPP1	protein_coding
ENSCAFG00000010028	EdgeR	NA	2.51043376124084	2.51043376124084	interferon induced transmembrane protein 10 [Source:VGNC Symbol;Acc:VGNC:51876]	IFITM10	protein_coding
ENSCAFG00000010141	EdgeR	NA	4.21313379236936	4.21313379236936	makorin ring finger protein 3 [Source:VGNC Symbol;Acc:VGNC:43253]	MKRN3	protein_coding
ENSCAFG00000010274	DESeq2 EdgeR	2.58419589868303	4.08920766938173	3.33670178403238	chitinase 3 like 1 [Source:VGNC Symbol;Acc:VGNC:39213]	CHI3L1	protein_coding
ENSCAFG00000010288	EdgeR	NA	2.64815178226712	2.64815178226712	myosin binding protein H [Source:VGNC Symbol;Acc:VGNC:43525]	MYBPH	protein_coding
ENSCAFG00000010700	EdgeR	NA	2.89305411045029	2.89305411045029	cyclin D1 [Source:VGNC Symbol;Acc:VGNC:54266]	CCND1	protein_coding
ENSCAFG00000011008	EdgeR	NA	-5.23233399069409	-5.23233399069409	CaM kinase like vesicle associated [Source:VGNC Symbol;Acc:VGNC:38686]	CAMKV	protein_coding
ENSCAFG00000011117	EdgeR	NA	1.76461830940708	1.76461830940708	fatty acid binding protein 3 [Source:VGNC Symbol;Acc:VGNC:40561]	FABP3	protein_coding
ENSCAFG00000011158	DESeq2 EdgeR	-3.14020179539487	-3.11207688799151	-3.12613934169319	cilia and flagella associated protein 46 [Source:VGNC Symbol;Acc:VGNC:49811]	CFAP46	protein_coding
ENSCAFG00000011168	DESeq2 EdgeR	2.04531544221077	1.98889003153424	2.01710273687251	neurogranin [Source:VGNC Symbol;Acc:VGNC:56012]	NRGN	protein_coding
ENSCAFG00000011225	DESeq2	1.63131576086825	NA	1.63131576086825	coatomer subunit zeta-1 [Source:NCBI gene;Acc:102155463]	NA	protein_coding
ENSCAFG00000012028	EdgeR	NA	3.52565777093487	3.52565777093487	dehydrogenase/reductase 9 [Source:VGNC Symbol;Acc:VGNC:39937]	DHRS9	protein_coding
ENSCAFG00000012245	EdgeR	NA	4.11734953334749	4.11734953334749	endothelin 3 [Source:VGNC Symbol;Acc:VGNC:40201]	EDN3	protein_coding
ENSCAFG00000012762	DESeq2 EdgeR	2.13517212205553	2.04887128843204	2.09202170524379	cochlin [Source:VGNC Symbol;Acc:VGNC:39447]	COCH	protein_coding
ENSCAFG00000013015	EdgeR	NA	2.00808346552335	2.00808346552335	low affinity immunoglobulin gamma Fc region receptor III [Source:NCBI gene;Acc:478984]	NA	protein_coding
ENSCAFG00000013427	EdgeR	NA	2.25231083327744	2.25231083327744	calcyon neuron specific vesicular protein [Source:VGNC Symbol;Acc:VGNC:38676]	CALY	protein_coding
ENSCAFG00000013469	EdgeR	NA	2.15719175202983	2.15719175202983	carboxypeptidase O [Source:VGNC Symbol;Acc:VGNC:39569]	CPO	protein_coding
ENSCAFG00000013743	DESeq2	-2.71415816060514	NA	-2.71415816060514	forkhead box A1 [Source:VGNC Symbol;Acc:VGNC:53490]	FOXA1	protein_coding
ENSCAFG00000013940	DESeq2 EdgeR	2.38460411674858	2.32240397877244	2.35350404776051	C-type lectin domain family 4 member E [Source:NCBI gene;Acc:611538]	CLEC4E	protein_coding
ENSCAFG00000014032	EdgeR	NA	2.71436720018711	2.71436720018711	osteocrin [Source:VGNC Symbol;Acc:VGNC:44173]	OSTN	protein_coding
ENSCAFG00000014860	DESeq2 EdgeR	1.72067888989071	1.68315752082057	1.70191820535564	caspase 4, apoptosis-related cysteine peptidase [Source:NCBI gene;Acc:403724]	CASP4	protein_coding
ENSCAFG00000014864	EdgeR	NA	1.42001981485484	1.42001981485484	caspase 12 [Source:NCBI gene;Acc:479458]	CASP12	protein_coding
ENSCAFG00000015458	EdgeR	NA	3.46590356437392	3.46590356437392	cytokine dependent hematopoietic cell linker [Source:VGNC Symbol;Acc:VGNC:39352]	CLNK	protein_coding
ENSCAFG00000015883	DESeq2 EdgeR	2.52659717592262	2.58113031293133	2.55386374442697	neuregulin 3 [Source:VGNC Symbol;Acc:VGNC:51907]	NRG3	protein_coding
ENSCAFG00000016072	DESeq2 EdgeR	-3.73289004597505	-5.25114048027927	-4.49201526312716	melanoma-associated antigen D4 [Source:NCBI gene;Acc:480926]	NA	protein_coding
ENSCAFG00000016098	EdgeR	NA	5.669779403855	5.669779403855	chloride voltage-gated channel Ka [Source:NCBI gene;Acc:487422]	NA	protein_coding
ENSCAFG00000016518	DESeq2 EdgeR	-2.33667797288788	-2.3280581656102	-2.33236806924904	fibroblast growth factor receptor 4 [Source:VGNC Symbol;Acc:VGNC:40861]	FGFR4	protein_coding
ENSCAFG00000016705	EdgeR	NA	3.24890087383517	3.24890087383517	T-box 21 [Source:VGNC Symbol;Acc:VGNC:47173]	TBX21	protein_coding
ENSCAFG00000016906	EdgeR	NA	2.52377981186926	2.52377981186926	guanylate cyclase 2D, retinal [Source:VGNC Symbol;Acc:VGNC:41570]	GUCY2D	protein_coding
ENSCAFG00000017526	EdgeR	NA	-2.37252752232458	-2.37252752232458	ring finger protein 43 [Source:VGNC Symbol;Acc:VGNC:45671]	RNF43	protein_coding
ENSCAFG00000017656	DESeq2 EdgeR	1.08745350681291	1.07703712399783	1.08224531540537	proline-serine-threonine phosphatase interacting protein 2 [Source:VGNC Symbol;Acc:VGNC:45128]	PSTPIP2	protein_coding
ENSCAFG00000017781	EdgeR	NA	2.57984639225437	2.57984639225437	sphingosine-1-phosphate receptor 5 [Source:VGNC Symbol;Acc:VGNC:45838]	S1PR5	protein_coding
ENSCAFG00000017853	EdgeR	NA	2.3049221604733	2.3049221604733	LIM homeobox 1 [Source:VGNC Symbol;Acc:VGNC:42662]	LHX1	protein_coding
ENSCAFG00000018136	EdgeR	NA	1.79473748227329	1.79473748227329	synaptotagmin 17 [Source:NCBI gene;Acc:479829]	NA	protein_coding
ENSCAFG00000018342	EdgeR	NA	5.18615502485842	5.18615502485842	adenylosuccinate synthase like 1 [Source:VGNC Symbol;Acc:VGNC:50440]	ADSSL1	protein_coding
ENSCAFG00000018381	EdgeR	NA	2.44837057083779	2.44837057083779	endothelial cell specific molecule 1 [Source:VGNC Symbol;Acc:VGNC:40474]	ESM1	protein_coding
ENSCAFG00000018470	DESeq2 EdgeR	2.82717645971764	4.60717999738874	3.71717822855319	phospholipase D family member 6 [Source:VGNC Symbol;Acc:VGNC:53434]	PLD6	protein_coding
ENSCAFG00000018612	DESeq2	-0.896752784774122	NA	-0.896752784774122	caspase recruitment domain family member 6 [Source:VGNC Symbol;Acc:VGNC:38717]	CARD6	protein_coding
ENSCAFG00000018692	EdgeR	NA	1.97463540534647	1.97463540534647	solute carrier family 13 member 2 [Source:VGNC Symbol;Acc:VGNC:46228]	SLC13A2	protein_coding
ENSCAFG00000018704	EdgeR	NA	2.70479988186471	2.70479988186471	solute carrier family 1 member 3 [Source:VGNC Symbol;Acc:VGNC:46263]	SLC1A3	protein_coding
ENSCAFG00000018997	EdgeR	NA	2.3585259517585	2.3585259517585	lymphocyte expansion molecule [Source:VGNC Symbol;Acc:VGNC:42644]	LEXM	protein_coding
ENSCAFG00000019071	DESeq2 EdgeR	-2.4983125088557	-2.47844997349097	-2.48838124117334	trafficking regulator of GLUT4 (SLC2A4) 1 [Source:HGNC Symbol;Acc:HGNC:29592]	TRARG1	protein_coding
ENSCAFG00000019362	EdgeR	NA	2.78869191645594	2.78869191645594	L1 cell adhesion molecule [Source:VGNC Symbol;Acc:VGNC:42556]	L1CAM	protein_coding
ENSCAFG00000020192	DESeq2	0.923800359576345	NA	0.923800359576345	NA	NA	processed_pseudogene
ENSCAFG00000020220	DESeq2	-2.91583188788777	NA	-2.91583188788777	haptoglobin-like [Source:NCBI gene;Acc:479668]	NA	protein_coding
ENSCAFG00000020623	EdgeR	NA	1.51231510366866	1.51231510366866	cfa-mir-155 [Source:miRBase;Acc:MI0008078]	cfa-mir-155	miRNA
ENSCAFG00000022725	DESeq2 EdgeR	2.23705261719449	2.17871539552905	2.20788400636177	NA	NA	Mt_tRNA
ENSCAFG00000023246	EdgeR	NA	3.31800746321246	3.31800746321246	phospholipase A2 group V [Source:VGNC Symbol;Acc:VGNC:44630]	PLA2G5	protein_coding
ENSCAFG00000023923	DESeq2 EdgeR	-2.07898498721626	-2.11106334196991	-2.09502416459308	V-set and immunoglobulin domain containing 10 like [Source:VGNC Symbol;Acc:VGNC:48307]	VSIG10L	protein_coding
ENSCAFG00000023928	DESeq2 EdgeR	2.64603539357748	2.62117261451052	2.633604004044	C-C motif chemokine ligand 8 [Source:VGNC Symbol;Acc:VGNC:55561]	CCL8	protein_coding
ENSCAFG00000023945	EdgeR	NA	-3.43456354770246	-3.43456354770246	NA	NA	pseudogene
ENSCAFG00000023986	EdgeR	NA	2.89488126382724	2.89488126382724	transmembrane protein 121 [Source:VGNC Symbol;Acc:VGNC:47457]	TMEM121	protein_coding
ENSCAFG00000024882	EdgeR	NA	1.57299610706009	1.57299610706009	myosin light chain kinase family member 4 [Source:NCBI gene;Acc:488190]	NA	protein_coding
ENSCAFG00000025205	EdgeR	NA	2.064507912325	2.064507912325	ATPase Na+/K+ transporting subunit alpha 4 [Source:VGNC Symbol;Acc:VGNC:38247]	ATP1A4	protein_coding
ENSCAFG00000025287	DESeq2 EdgeR	2.7805009800734	2.66350109039541	2.72200103523441	granzyme B [Source:VGNC Symbol;Acc:VGNC:50530]	GZMB	protein_coding
ENSCAFG00000025299	DESeq2 EdgeR	1.9013991965199	1.94684368231507	1.92412143941749	aldehyde oxidase 2 [Source:NCBI gene;Acc:608849]	AOX2	protein_coding
ENSCAFG00000025443	DESeq2 EdgeR	2.20967051928161	2.12806060091738	2.1688655600995	NA	NA	protein_coding
ENSCAFG00000028574	EdgeR	NA	1.94262254324448	1.94262254324448	nuclear transport factor 2 like export factor 2 [Source:VGNC Symbol;Acc:VGNC:44080]	NXT2	protein_coding
ENSCAFG00000028656	DESeq2 EdgeR	-5.73990295700492	-5.7202573060204	-5.73008013151266	NA	NA	protein_coding
ENSCAFG00000028669	DESeq2 EdgeR	-2.38204654856281	-2.39076454301249	-2.38640554578765	family with sequence similarity 171 member B [Source:VGNC Symbol;Acc:VGNC:40624]	FAM171B	protein_coding
ENSCAFG00000028850	DESeq2	-3.09110813435443	NA	-3.09110813435443	NA	NA	protein_coding
ENSCAFG00000028919	EdgeR	NA	2.33351116565885	2.33351116565885	keratin 222 [Source:NCBI gene;Acc:100687121]	KRT222	protein_coding
ENSCAFG00000029396	EdgeR	NA	2.18159485679782	2.18159485679782	brain abundant membrane attached signal protein 1 [Source:VGNC Symbol;Acc:VGNC:38384]	BASP1	protein_coding
ENSCAFG00000029474	EdgeR	NA	1.42784683604599	1.42784683604599	growth arrest and DNA damage inducible alpha [Source:VGNC Symbol;Acc:VGNC:41069]	GADD45A	protein_coding
ENSCAFG00000029479	DESeq2 EdgeR	4.44629856708251	6.42160549343109	5.4339520302568	NA	NA	protein_coding
ENSCAFG00000029553	EdgeR	NA	3.18616891055464	3.18616891055464	serum amyloid A protein-like [Source:NCBI gene;Acc:102155886]	NA	protein_coding
ENSCAFG00000029600	EdgeR	NA	3.22408939439995	3.22408939439995	orthodenticle homeobox 1 [Source:VGNC Symbol;Acc:VGNC:44193]	OTX1	protein_coding
ENSCAFG00000029984	DESeq2 EdgeR	-2.41143962943767	-2.39322377165757	-2.40233170054762	ZFP92 zinc finger protein [Source:NCBI gene;Acc:100687583]	NA	protein_coding
ENSCAFG00000030077	EdgeR	NA	-3.04461480123661	-3.04461480123661	trichohyalin [Source:NCBI gene;Acc:483207]	NA	protein_coding
ENSCAFG00000030137	DESeq2 EdgeR	4.34879193988889	5.56421655000551	4.9565042449472	regulator of G protein signaling 13 [Source:VGNC Symbol;Acc:VGNC:45523]	RGS13	protein_coding
ENSCAFG00000030675	DESeq2	2.23029466918264	NA	2.23029466918264	NA	NA	protein_coding
ENSCAFG00000030900	DESeq2	-4.03731642755706	NA	-4.03731642755706	NA	NA	protein_coding
ENSCAFG00000031120	EdgeR	NA	2.28658665843643	2.28658665843643	ermin [Source:VGNC Symbol;Acc:VGNC:40462]	ERMN	protein_coding
ENSCAFG00000031355	DESeq2 EdgeR	4.93409626914908	7.03412768893732	5.9841119790432	P antigen family member 3-like [Source:NCBI gene;Acc:102154801]	NA	protein_coding
ENSCAFG00000031623	EdgeR	NA	4.29847717458751	4.29847717458751	NA	NA	protein_coding
ENSCAFG00000031742	DESeq2 EdgeR	2.26522596094335	2.17905416933466	2.222140065139	NA	NA	protein_coding
ENSCAFG00000031795	EdgeR	NA	4.12870277140472	4.12870277140472	NA	NA	protein_coding
ENSCAFG00000032181	EdgeR	NA	2.28936662393381	2.28936662393381	NA	NA	protein_coding
ENSCAFG00000032498	EdgeR	NA	-3.22620773938882	-3.22620773938882	NA	NA	pseudogene
ENSCAFG00000032696	EdgeR	NA	1.8531363404108	1.8531363404108	NA	NA	miRNA
ENSCAFG00000032980	EdgeR	NA	2.57765740805979	2.57765740805979	NA	NA	lincRNA
ENSCAFG00000033053	EdgeR	NA	2.36761889525828	2.36761889525828	NA	NA	lincRNA
ENSCAFG00000033534	EdgeR	NA	-4.64794972176838	-4.64794972176838	uncharacterized LOC102153615 [Source:NCBI gene;Acc:102153615]	NA	lincRNA
ENSCAFG00000034399	DESeq2 EdgeR	2.17451132785871	2.09172790544725	2.13311961665298	NA	NA	lincRNA
ENSCAFG00000034433	DESeq2	-2.51347180174662	NA	-2.51347180174662	NA	NA	lincRNA
ENSCAFG00000034591	EdgeR	NA	3.16887062666589	3.16887062666589	NA	NA	lincRNA
ENSCAFG00000034603	EdgeR	NA	1.74241615169557	1.74241615169557	NA	NA	lincRNA
ENSCAFG00000034810	EdgeR	NA	-5.01474808151081	-5.01474808151081	NA	NA	lincRNA
ENSCAFG00000034853	EdgeR	NA	3.00164125245078	3.00164125245078	NA	NA	lincRNA
ENSCAFG00000034884	DESeq2 EdgeR	2.38625673755334	3.87408194297346	3.1301693402634	NA	NA	lincRNA
ENSCAFG00000035028	EdgeR	NA	2.54640590988479	2.54640590988479	NA	NA	lincRNA
ENSCAFG00000035094	EdgeR	NA	2.21391413834521	2.21391413834521	NA	NA	lincRNA
ENSCAFG00000035375	DESeq2 EdgeR	2.79653436060949	2.80077252513102	2.79865344287025	NA	NA	lincRNA
ENSCAFG00000035515	EdgeR	NA	1.64987541352037	1.64987541352037	NA	NA	lincRNA
ENSCAFG00000035867	EdgeR	NA	2.04797755474389	2.04797755474389	NA	NA	lincRNA
ENSCAFG00000035899	DESeq2	2.68766675952442	NA	2.68766675952442	NA	NA	lincRNA
ENSCAFG00000036044	EdgeR	NA	-4.67843529594798	-4.67843529594798	NA	NA	lincRNA
ENSCAFG00000036048	DESeq2 EdgeR	-2.06791418812586	-2.01654388813662	-2.04222903813124	NA	NA	lincRNA
ENSCAFG00000036143	EdgeR	NA	2.37613177438811	2.37613177438811	NA	NA	lincRNA
ENSCAFG00000036360	EdgeR	NA	2.57017633793352	2.57017633793352	NA	NA	lincRNA
ENSCAFG00000036439	EdgeR	NA	2.32211369130465	2.32211369130465	NA	NA	lincRNA
ENSCAFG00000036667	DESeq2 EdgeR	1.8206706671657	1.8152750479363	1.817972857551	NA	NA	lincRNA
ENSCAFG00000036717	EdgeR	NA	2.63723393460152	2.63723393460152	NA	NA	lincRNA
ENSCAFG00000037030	EdgeR	NA	2.18768359011267	2.18768359011267	NA	NA	lincRNA
ENSCAFG00000037370	EdgeR	NA	1.94810681863115	1.94810681863115	NA	NA	lincRNA
ENSCAFG00000037380	EdgeR	NA	-4.7929607195008	-4.7929607195008	NA	NA	lincRNA
ENSCAFG00000037778	EdgeR	NA	3.02195826919418	3.02195826919418	NA	NA	lincRNA
ENSCAFG00000038165	EdgeR	NA	1.57189052664497	1.57189052664497	NA	NA	lincRNA
ENSCAFG00000038265	EdgeR	NA	2.74225602227629	2.74225602227629	NA	NA	lincRNA
ENSCAFG00000038713	EdgeR	NA	3.06149864929799	3.06149864929799	NA	NA	lincRNA
ENSCAFG00000039050	EdgeR	NA	3.58874275080466	3.58874275080466	NA	NA	lincRNA
ENSCAFG00000039077	EdgeR	NA	2.21170495292908	2.21170495292908	NA	NA	lincRNA
ENSCAFG00000039138	EdgeR	NA	2.3134609358206	2.3134609358206	uncharacterized LOC102153101 [Source:NCBI gene;Acc:102153101]	NA	lincRNA
ENSCAFG00000039166	EdgeR	NA	2.27581060813691	2.27581060813691	NA	NA	lincRNA
ENSCAFG00000039207	EdgeR	NA	2.14153534249723	2.14153534249723	NA	NA	lincRNA
ENSCAFG00000039535	EdgeR	NA	3.60688738584119	3.60688738584119	NA	NA	lincRNA
ENSCAFG00000039704	EdgeR	NA	3.00013087178634	3.00013087178634	NA	NA	lincRNA
ENSCAFG00000040120	EdgeR	NA	-3.57922138912192	-3.57922138912192	NA	NA	lincRNA
